node,lon,lat
383,42.990514,-89.53309
384,43.035475,-89.453806
385,43.005131,-89.427347
386,43.032407,-89.457776
387,43.013888,-89.428267
388,42.989321,-89.540046
389,43.026735,-89.401445
390,43.027084,-89.414878
391,43.034971,-89.457527
392,43.026423,-89.455509
393,43.015323,-89.45511
394,43.042199,-89.451286
395,43.007082,-89.394868
396,43.038549,-89.45137
397,43.035948,-89.454459
398,43.03117,-89.410896
399,43.034736,-89.428452
400,43.016315,-89.480526
401,43.007772,-89.42852
402,42.996891,-89.563783
403,43.034418,-89.415027
404,43.034675,-89.448378
405,43.009181,-89.388217
406,43.014148,-89.431794
407,43.032017,-89.40844
408,43.028951,-89.459456
409,43.029699,-89.431753
410,43.015644,-89.447593
411,43.030803,-89.456654
412,43.03517,-89.410423
413,42.988294,-89.546062
414,43.005048,-89.416647
415,43.027501,-89.41175
416,43.034437,-89.443162
417,43.018597,-89.475249
418,43.004778,-89.425394
419,42.992831,-89.526773
420,43.029988,-89.424948
421,43.02662,-89.419172
422,43.00144,-89.427856
423,43.027538,-89.475227
424,43.035943,-89.452355
425,43.019676,-89.420371
426,43.019433,-89.419016
427,43.015405,-89.47776
428,43.029859,-89.399628
429,43.001623,-89.425531
430,43.025322,-89.455944
431,43.035067,-89.435345
432,43.02128,-89.421539
433,43.027154,-89.459602
434,42.987978,-89.553545
435,43.03185,-89.423119
436,43.018921,-89.474196
437,43.026441,-89.423155
438,42.99406,-89.519405
439,43.024714,-89.459548
440,43.035121,-89.425134
441,43.027041,-89.431471
442,43.021358,-89.417218
443,43.11295,-89.35855
444,43.145088,-89.378035
445,43.12875,-89.358563
446,43.116308,-89.36369
447,43.140891,-89.382877
448,43.130088,-89.361473
449,43.133783,-89.373194
450,43.122025,-89.354877
451,43.133916,-89.371229
452,43.143707,-89.382811
453,43.133815,-89.377623
454,43.118643,-89.363638
455,43.134757,-89.397039
456,43.137607,-89.397757
457,43.123672,-89.355266
458,43.133808,-89.380586
459,43.142581,-89.363353
460,43.129987,-89.358523
461,43.125932,-89.355437
462,43.134882,-89.363158
463,43.133837,-89.386192
464,43.132437,-89.367152
465,43.1302,-89.355626
466,43.122943,-89.363729
467,43.126367,-89.363702
468,43.141813,-89.392589
469,43.143407,-89.368086
470,43.118461,-89.355221
471,43.137995,-89.383257
472,43.137345,-89.363323
473,43.137306,-89.380449
474,43.136017,-89.376525
475,43.133837,-89.389714
476,43.145387,-89.375289
477,43.14596,-89.382707
478,43.139004,-89.39677
479,43.139847,-89.388455
480,43.133809,-89.383636
481,43.145699,-89.380455
482,43.140791,-89.395223
483,43.14468,-89.37029
484,43.14506,-89.373729
485,43.139194,-89.363212
486,43.133854,-89.392959
487,43.134825,-89.360767
488,43.0538,-89.47545
489,43.051922,-89.517456
490,43.095989,-89.486162
491,43.087912,-89.504236
492,43.1127,-89.475115
493,43.099028,-89.519438
494,43.085836,-89.52802
495,43.075183,-89.497947
496,43.105929,-89.484177
497,43.090209,-89.525289
498,43.050936,-89.513624
499,43.060691,-89.491681
500,43.0615,-89.512753
501,43.075236,-89.507272
502,43.076611,-89.530827
503,43.072384,-89.520026
504,43.086398,-89.533905
505,43.096295,-89.494903
506,43.102827,-89.502451
507,43.092355,-89.489671
508,43.079796,-89.524662
509,43.094612,-89.517119
510,43.106055,-89.506236
511,43.057073,-89.502685
512,43.075164,-89.481637
513,43.098305,-89.532101
514,43.06362,-89.525623
515,43.078367,-89.524316
516,43.104139,-89.488132
517,43.053485,-89.486331
518,43.093922,-89.485535
519,43.074854,-89.524157
520,43.076728,-89.502157
521,43.100534,-89.493413
522,43.083435,-89.526703
523,43.103804,-89.536429
524,43.074948,-89.518262
525,43.096309,-89.501776
526,43.054951,-89.522545
527,43.093109,-89.508833
528,43.050401,-89.506999
529,43.103553,-89.486188
530,43.106134,-89.498024
531,43.098493,-89.504308
532,43.079294,-89.533101
533,43.056364,-89.496089
534,43.098488,-89.527493
535,43.098276,-89.522797
536,43.111407,-89.529878
537,43.075156,-89.488765
538,43.054122,-89.520771
539,43.054936,-89.491649
540,43.075087,-89.509374
541,43.105559,-89.510965
542,43.07949,-89.529379
543,43.095238,-89.523499
544,43.111659,-89.510421
545,43.051636,-89.481192
546,43.050569,-89.502962
547,43.097163,-89.54031
548,43.063945,-89.512543
549,43.069896,-89.5248
550,43.057563,-89.513783
551,43.089401,-89.485757
552,43.053545,-89.48032
553,43.079964,-89.509348
554,43.100064,-89.486525
555,43.089335,-89.5082
556,43.087665,-89.482794
557,43.060886,-89.497503
558,43.060861,-89.500687
559,43.094687,-89.492949
560,43.088056,-89.527848
561,43.075012,-89.531322
562,43.05739,-89.503973
563,43.090435,-89.529942
564,43.088013,-89.532601
565,43.056542,-89.499923
566,43.111403,-89.514798
567,43.102483,-89.51305
568,43.072166,-89.525137
569,43.065354,-89.525751
570,43.108917,-89.501522
571,43.090491,-89.519627
572,43.101024,-89.51149
573,43.085109,-89.53282
574,43.096315,-89.488836
575,43.098138,-89.511177
576,43.060788,-89.50817
577,43.102251,-89.536619
578,43.094492,-89.511302
579,43.056181,-89.527457
580,43.06421,-89.526742
581,43.098316,-89.50641
582,43.100613,-89.504115
583,43.110795,-89.506877
584,43.109302,-89.537603
585,43.105867,-89.502605
586,43.104144,-89.492301
587,43.057406,-89.510753
588,43.064351,-89.51728
589,43.093272,-89.501828
590,43.066729,-89.52412
591,43.111326,-89.520695
592,43.110617,-89.47489
593,43.075148,-89.512563
594,43.107923,-89.480161
595,43.094313,-89.509369
596,43.088104,-89.525289
597,43.073827,-89.526509
598,43.088315,-89.502025
599,43.081137,-89.502575
600,43.098125,-89.494257
601,43.059305,-89.513541
602,43.097102,-89.499403
603,43.082415,-89.533966
604,43.107286,-89.536221
605,43.068066,-89.517531
606,43.10146,-89.517826
607,43.082251,-89.524771
608,43.103141,-89.49293
609,43.050789,-89.511133
610,43.060958,-89.486858
611,43.089995,-89.526705
612,43.061382,-89.527614
613,43.081154,-89.507003
614,43.075253,-89.494049
615,43.058376,-89.509183
616,43.097484,-89.534151
617,43.113095,-89.471989
618,43.097006,-89.501251
619,43.060152,-89.515742
620,43.09406,-89.525048
621,43.09878,-89.32245
622,43.062442,-89.314124
623,43.079401,-89.324268
624,43.071113,-89.314104
625,43.062112,-89.315494
626,43.09794,-89.303278
627,43.091673,-89.272767
628,43.094313,-89.261101
629,43.084206,-89.316205
630,43.062087,-89.323725
631,43.077155,-89.320161
632,43.088772,-89.293118
633,43.090828,-89.325802
634,43.098286,-89.313596
635,43.071458,-89.308406
636,43.098159,-89.318457
637,43.098759,-89.301191
638,43.076931,-89.303121
639,43.080912,-89.302902
640,43.086239,-89.326214
641,43.077001,-89.299849
642,43.066328,-89.303294
643,43.073304,-89.302506
644,43.098664,-89.307332
645,43.073679,-89.291429
646,43.09197,-89.29113
647,43.083989,-89.32506
648,43.067563,-89.291376
649,43.096167,-89.291019
650,43.062135,-89.320436
651,43.099482,-89.264127
652,43.073098,-89.308054
653,43.073745,-89.313913
654,43.089474,-89.27694
655,43.058573,-89.315316
656,43.084365,-89.286828
657,43.058427,-89.323009
658,43.066821,-89.308632
659,43.058501,-89.312974
660,43.087605,-89.327417
661,43.062485,-89.297399
662,43.087966,-89.316421
663,43.0986,-89.288805
664,43.0862,-89.303018
665,43.096914,-89.261945
666,43.059485,-89.293704
667,43.070036,-89.314397
668,43.062201,-89.311382
669,43.088438,-89.302698
670,43.099224,-89.275596
671,43.098844,-89.296801
672,43.061196,-89.310003
673,43.062338,-89.302833
674,43.084408,-89.299642
675,43.081493,-89.316176
676,43.084233,-89.307398
677,43.061439,-89.293845
678,43.056684,-89.291438
679,43.084534,-89.293759
680,43.085612,-89.316232
681,43.090347,-89.316655
682,43.090301,-89.321716
683,43.098885,-89.261342
684,43.062284,-89.307752
685,43.058565,-89.310111
686,43.08828,-89.278925
687,43.084463,-89.296206
688,43.073432,-89.296064
689,43.074994,-89.317615
690,43.065284,-89.29134
691,43.099381,-89.269968
692,43.087051,-89.293063
693,43.084346,-89.303535
694,43.0736,-89.283232
695,43.09192,-89.261368
696,43.097509,-89.288467
697,43.091654,-89.267137
698,43.098726,-89.304819
699,43.05842,-89.319396
700,43.066179,-89.314333
701,43.079614,-89.283498
702,43.073494,-89.311599
703,43.084541,-89.289696
704,43.090613,-89.292027
705,43.077162,-89.291802
706,43.085857,-89.279756
707,43.091735,-89.269958
708,43.056306,-89.294767
709,43.085868,-89.294271
710,43.076892,-89.282795
711,43.070321,-89.291376
712,43.082968,-89.286094
713,43.098912,-89.293124
714,43.077162,-89.295599
715,43.099103,-89.279346
716,43.091272,-89.275112
717,43.094861,-89.302153
718,43.073412,-89.298891
719,43.091785,-89.302181
720,43.073548,-89.288171
721,43.062379,-89.291376
722,43.095684,-89.316363
723,43.032033,-89.489123
724,43.037015,-89.477761
725,43.046524,-89.503072
726,43.041911,-89.477547
727,43.026127,-89.492119
728,43.039103,-89.460912
729,43.02974,-89.488759
730,43.038762,-89.5002
731,43.03948,-89.477475
732,43.034344,-89.524977
733,43.039345,-89.503011
734,43.046253,-89.490873
735,43.027226,-89.505796
736,43.046295,-89.479302
737,43.046286,-89.488451
738,43.046319,-89.475954
739,43.038423,-89.51876
740,43.031324,-89.532354
741,43.030858,-89.552975
742,43.044316,-89.474106
743,43.032149,-89.496822
744,43.032292,-89.476686
745,43.041776,-89.504779
746,43.033995,-89.477139
747,43.019441,-89.505907
748,43.032064,-89.482878
749,43.031803,-89.479959
750,43.031336,-89.545332
751,43.050175,-89.500996
752,43.046312,-89.484385
753,43.024392,-89.499361
754,43.02225,-89.505573
755,43.026586,-89.494972
756,43.035597,-89.496804
757,43.024528,-89.505567
758,43.039191,-89.466872
759,43.031787,-89.52633
760,43.039223,-89.473192
761,43.039257,-89.486007
762,43.049812,-89.496039
763,43.039079,-89.464162
764,43.038941,-89.488611
765,43.046215,-89.496209
766,43.030304,-89.507918
767,43.036919,-89.523484
768,43.019932,-89.503103
769,43.044202,-89.503454
770,43.026409,-89.488829
771,43.022422,-89.502569
772,43.03196,-89.493853
773,43.034736,-89.488745
774,43.036876,-89.488649
775,43.031745,-89.502157
776,43.026949,-89.496946
777,43.156767,-89.266908
778,43.12105,-89.330499
779,43.123952,-89.350933
780,43.142372,-89.293676
781,43.130627,-89.310169
782,43.135923,-89.290606
783,43.138373,-89.289059
784,43.14065,-89.309359
785,43.114169,-89.328658
786,43.11119,-89.332936
787,43.109522,-89.296711
788,43.126595,-89.309921
789,43.131485,-89.29765
790,43.134389,-89.315566
791,43.135309,-89.302063
792,43.130854,-89.315269
793,43.171741,-89.265666
794,43.123244,-89.315348
795,43.141035,-89.300518
796,43.138696,-89.312876
797,43.131286,-89.304162
798,43.128124,-89.30774
799,43.173885,-89.245098
800,43.128598,-89.348675
801,43.137308,-89.346522
802,43.117278,-89.330458
803,43.12288,-89.324674
804,43.106734,-89.305139
805,43.163194,-89.261112
806,43.121083,-89.311949
807,43.158201,-89.285353
808,43.135538,-89.300009
809,43.120532,-89.327209
810,43.120629,-89.298877
811,43.128901,-89.309646
812,43.137091,-89.303372
813,43.169038,-89.249859
814,43.121102,-89.308023
815,43.115199,-89.327049
816,43.127435,-89.307648
817,43.169676,-89.270682
818,43.120936,-89.314884
819,43.121361,-89.324255
820,43.129368,-89.288437
821,43.176048,-89.248785
822,43.106947,-89.300503
823,43.176203,-89.263782
824,43.120154,-89.333303
825,43.152796,-89.286495
826,43.112844,-89.348081
827,43.118406,-89.297906
828,43.104449,-89.300231
829,43.153779,-89.30131
830,43.12963,-89.294922
831,43.129942,-89.305131
832,43.112824,-89.331163
833,43.148252,-89.289919
834,43.109287,-89.335506
835,43.131577,-89.348553
836,43.1306,-89.302164
837,43.134341,-89.290198
838,43.164984,-89.256093
839,43.106242,-89.330983
840,43.176304,-89.255633
841,43.125555,-89.330307
842,43.113651,-89.296222
843,43.125453,-89.32304
844,43.120538,-89.337176
845,43.109958,-89.310019
846,43.129194,-89.304223
847,43.142465,-89.302905
848,43.166032,-89.272969
849,43.11198,-89.296315
850,43.120194,-89.329515
851,43.108614,-89.298854
852,43.130637,-89.312718
853,43.108793,-89.31468
854,43.151626,-89.299004
855,43.127458,-89.349215
856,43.12144,-89.317484
857,43.125739,-89.349818
858,43.135685,-89.315772
859,43.132859,-89.28789
860,43.142894,-89.28393
861,43.14395,-89.295423
862,43.171601,-89.247964
863,43.159475,-89.263611
864,43.117445,-89.323421
865,43.118927,-89.321618
866,43.165097,-89.278276
867,43.143983,-89.291099
868,43.132434,-89.290431
869,43.126585,-89.294635
870,43.142473,-89.305792
871,43.115987,-89.296487
872,43.122518,-89.3498
873,43.125384,-89.308729
874,43.171785,-89.270394
875,43.106961,-89.309961
876,43.150717,-89.290122
877,43.146118,-89.291411
878,43.109454,-89.311809
879,43.125594,-89.32721
880,43.136102,-89.287839
881,43.12615,-89.30715
882,43.10134,-89.301536
883,43.150998,-89.293385
884,43.138098,-89.300545
885,43.125525,-89.300066
886,43.145131,-89.29019
