start_lat,start_lon,end_lat,end_lon,start_node,end_node
43.075156,-89.488765,43.074837,-89.396803,113,20
43.075156,-89.488765,43.091766,-89.355489,113,45
43.075156,-89.488765,43.083716,-89.362013,113,70
43.075156,-89.488765,43.08238,-89.373012,113,73
43.075087,-89.509374,43.054058,-89.39913,114,10
43.063945,-89.512543,43.070977,-89.403744,115,5
43.063945,-89.512543,43.083716,-89.362013,115,70
43.063945,-89.512543,43.074948,-89.518262,115,112
43.064351,-89.51728,43.07408,-89.406253,117,30
43.064351,-89.51728,43.099848,-89.335432,117,53
43.075148,-89.512563,43.064351,-89.51728,118,117
43.081137,-89.502575,43.078962,-89.368721,119,71
43.081137,-89.502575,43.100083,-89.346548,119,75
43.081137,-89.502575,43.07894,-89.426722,119,97
43.068066,-89.517531,43.044443,-89.403831,120,23
43.068066,-89.517531,43.07408,-89.406253,120,30
43.068066,-89.517531,43.075898,-89.376695,120,42
43.068066,-89.517531,43.089087,-89.438266,120,86
43.068066,-89.517531,43.090519,-89.435668,120,90
43.068066,-89.517531,43.075451,-89.456624,120,101
43.068066,-89.517531,43.075156,-89.488765,120,113
43.081154,-89.507003,43.106729,-89.343158,121,39
43.081154,-89.507003,43.084239,-89.428972,121,105
