start_lat,start_lon,end_lat,end_lon,start_node,end_node
43.090551,-89.356518,43.088874,-89.357781,91,78
43.076457,-89.423976,43.089334,-89.433693,92,93
43.086191,-89.436434,43.086257,-89.434878,96,94
43.080289,-89.428136,43.078849,-89.429817,97,95
43.080289,-89.428136,43.086348,-89.433704,97,98
43.080289,-89.428136,43.07894,-89.426722,97,111
43.084275,-89.433568,43.086257,-89.434878,100,94
43.084275,-89.433568,43.086348,-89.433704,100,98
43.084275,-89.433568,43.086637,-89.441761,100,101
43.089721,-89.437322,43.089334,-89.433693,102,93
43.089721,-89.437322,43.090519,-89.435668,102,103
43.090519,-89.435668,43.089334,-89.433693,103,93
43.090519,-89.435668,43.089087,-89.438266,103,99
43.090519,-89.435668,43.086325,-89.438598,103,104
43.086325,-89.438598,43.086191,-89.436434,104,96
43.086325,-89.438598,43.086637,-89.441761,104,101
43.086325,-89.438598,43.07703,-89.428301,104,105
43.07703,-89.428301,43.078849,-89.429817,105,95
43.07703,-89.428301,43.076409,-89.413023,105,106
43.076409,-89.413023,43.075181,-89.410405,106,19
43.076409,-89.413023,43.076409,-89.416219,106,108
43.075163,-89.450399,43.0754,-89.447056,107,112
43.074208,-89.47383,43.074097,-89.467913,109,110
43.074097,-89.467913,43.074673,-89.464546,110,117
43.07894,-89.426722,43.07703,-89.428301,111,105
43.07894,-89.426722,43.0754,-89.447056,111,112
43.076434,-89.420364,43.076457,-89.423976,113,92
43.076434,-89.420364,43.074878,-89.438444,113,114
43.074878,-89.438444,43.075451,-89.456624,114,115
43.075451,-89.456624,43.073376,-89.43397,115,116
43.074673,-89.464546,43.075113,-89.443898,117,118
43.075113,-89.443898,43.0754,-89.447056,118,112
43.039,-89.3948,43.038506,-89.398039,121,17
43.11295,-89.35855,43.114269,-89.357265,122,72
43.075183,-89.497947,43.0615,-89.512753,123,124
43.0615,-89.512753,43.072384,-89.520026,124,125
43.075164,-89.481637,43.076728,-89.502157,126,127
43.076728,-89.502157,43.074948,-89.518262,127,128
43.075156,-89.488765,43.075087,-89.509374,129,130
43.075087,-89.509374,43.075148,-89.512563,130,135
43.063945,-89.512543,43.0615,-89.512753,131,124
43.063945,-89.512543,43.079964,-89.509348,131,132
43.079964,-89.509348,43.075419,-89.507475,132,133
43.079964,-89.509348,43.081154,-89.507003,132,138
43.075419,-89.507475,43.075087,-89.509374,133,130
43.075419,-89.507475,43.064351,-89.51728,133,134
43.064351,-89.51728,43.075148,-89.512563,134,135
43.075148,-89.512563,43.081137,-89.502575,135,136
43.081137,-89.502575,43.068066,-89.517531,136,137
43.068066,-89.517531,43.081154,-89.507003,137,138
