OBJECTID,PointsToLine_shape_id,PointsToLine_shape_id2,trips_routes_route_id,trips_routes_route_short_name,trips_routes_service_id,trips_routes_trip_id,trips_routes_trip_headsign,trips_routes_direction_id,trips_routes_direction_name,trips_routes_block_id,trips_routes_shape_id,trips_routes_shape_code,trips_routes_trip_type,trips_routes_trip_sort,trips_routes_wheelchair_accessi,trips_routes_routes_agency_id,trips_routes_routes_route_long_,trips_routes_routes_route_servi,trips_routes_routes_route_type,trips_routes_routes_route_url,trips_routes_routes_route_color,trips_routes_routes_route_text_,service_id,service_name,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date,PK_MD_WE,trips_routes_bikes_allowed,trips_routes_routes_route_id,trips_routes_routes_route_short,ShapeSTLength
79611,59757,59757,9899,2,99_WKD,1071852,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,200645,59757,2S,W,20100,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_WKD,Weekday,1,1,1,1,1,0,0,20211205,20220305,111,,,,57327.3014786666
79612,59757,59757,9899,2,99_WKD,1071850,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,200644,59757,2S,D,23400,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_WKD,Weekday,1,1,1,1,1,0,0,20211205,20220305,111,,,,57327.3014786666
79613,59757,59757,9899,2,99_WKD,1071832,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,200647,59757,2S,D,27000,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_WKD,Weekday,1,1,1,1,1,0,0,20211205,20220305,111,,,,57327.3014786666
79614,59757,59757,9899,2,99_WKD,1071831,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,200645,59757,2S,D,30600,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_WKD,Weekday,1,1,1,1,1,0,0,20211205,20220305,111,,,,57327.3014786666
79615,59757,59757,9899,2,99_WKD,1071830,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,200644,59757,2S,D,34200,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_WKD,Weekday,1,1,1,1,1,0,0,20211205,20220305,111,,,,57327.3014786666
79616,59757,59757,9899,2,99_WKD,1071829,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,200647,59757,2S,D,37800,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_WKD,Weekday,1,1,1,1,1,0,0,20211205,20220305,111,,,,57327.3014786666
79617,59757,59757,9899,2,99_WKD,1071828,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,200645,59757,2S,D,41400,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_WKD,Weekday,1,1,1,1,1,0,0,20211205,20220305,111,,,,57327.3014786666
79618,59757,59757,9899,2,99_WKD,1071827,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,200644,59757,2S,D,45000,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_WKD,Weekday,1,1,1,1,1,0,0,20211205,20220305,111,,,,57327.3014786666
79619,59757,59757,9899,2,99_WKD,1071826,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,200647,59757,2S,D,48600,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_WKD,Weekday,1,1,1,1,1,0,0,20211205,20220305,111,,,,57327.3014786666
79620,59757,59757,9899,2,99_WKD,1071825,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,200645,59757,2S,D,52200,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_WKD,Weekday,1,1,1,1,1,0,0,20211205,20220305,111,,,,57327.3014786666
79621,59757,59757,9899,2,99_WKD,1071824,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,200644,59757,2S,D,55800,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_WKD,Weekday,1,1,1,1,1,0,0,20211205,20220305,111,,,,57327.3014786666
79622,59757,59757,9899,2,99_WKD,1071823,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,200647,59757,2S,D,59400,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_WKD,Weekday,1,1,1,1,1,0,0,20211205,20220305,111,,,,57327.3014786666
79623,59757,59757,9899,2,99_WKD,1071822,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,200645,59757,2S,D,63000,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_WKD,Weekday,1,1,1,1,1,0,0,20211205,20220305,111,,,,57327.3014786666
79624,59757,59757,9899,2,99_WKD,1071821,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,200644,59757,2S,D,66600,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_WKD,Weekday,1,1,1,1,1,0,0,20211205,20220305,111,,,,57327.3014786666
79625,59757,59757,9899,2,99_WKD,1071820,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,200647,59757,2S,D,70200,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_WKD,Weekday,1,1,1,1,1,0,0,20211205,20220305,111,,,,57327.3014786666
79626,59757,59757,9899,2,99_WKD,1071819,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,200645,59757,2S,H,73800,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_WKD,Weekday,1,1,1,1,1,0,0,20211205,20220305,111,,,,57327.3014786666
79627,59757,59757,9899,2,99_WKD,1071818,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,200644,59757,2S,H,77400,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_WKD,Weekday,1,1,1,1,1,0,0,20211205,20220305,111,,,,57327.3014786666
79628,59757,59757,9899,2,99_WKD,1071849,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,200647,59757,2S,H,81000,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_WKD,Weekday,1,1,1,1,1,0,0,20211205,20220305,111,,,,57327.3014786666
79629,59757,59757,9899,2,99_SAT,1071922,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199720,59757,2S,D,23400,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_SAT,Saturday,0,0,0,0,0,1,0,20211205,20220305,111,,,,57327.3014786666
79630,59757,59757,9899,2,99_SAT,1071904,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199725,59757,2S,D,27000,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_SAT,Saturday,0,0,0,0,0,1,0,20211205,20220305,111,,,,57327.3014786666
79631,59757,59757,9899,2,99_SAT,1071903,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199726,59757,2S,D,30600,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_SAT,Saturday,0,0,0,0,0,1,0,20211205,20220305,111,,,,57327.3014786666
79632,59757,59757,9899,2,99_SAT,1071902,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199720,59757,2S,D,34200,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_SAT,Saturday,0,0,0,0,0,1,0,20211205,20220305,111,,,,57327.3014786666
79633,59757,59757,9899,2,99_SAT,1071901,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199725,59757,2S,D,37800,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_SAT,Saturday,0,0,0,0,0,1,0,20211205,20220305,111,,,,57327.3014786666
79634,59757,59757,9899,2,99_SAT,1071900,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199726,59757,2S,D,41400,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_SAT,Saturday,0,0,0,0,0,1,0,20211205,20220305,111,,,,57327.3014786666
79635,59757,59757,9899,2,99_SAT,1071899,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199720,59757,2S,D,45000,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_SAT,Saturday,0,0,0,0,0,1,0,20211205,20220305,111,,,,57327.3014786666
79636,59757,59757,9899,2,99_SAT,1071898,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199725,59757,2S,D,48600,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_SAT,Saturday,0,0,0,0,0,1,0,20211205,20220305,111,,,,57327.3014786666
79637,59757,59757,9899,2,99_SAT,1071897,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199726,59757,2S,D,52200,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_SAT,Saturday,0,0,0,0,0,1,0,20211205,20220305,111,,,,57327.3014786666
79638,59757,59757,9899,2,99_SAT,1071896,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199720,59757,2S,D,55800,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_SAT,Saturday,0,0,0,0,0,1,0,20211205,20220305,111,,,,57327.3014786666
79639,59757,59757,9899,2,99_SAT,1071895,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199725,59757,2S,D,59400,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_SAT,Saturday,0,0,0,0,0,1,0,20211205,20220305,111,,,,57327.3014786666
79640,59757,59757,9899,2,99_SAT,1071894,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199726,59757,2S,D,63000,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_SAT,Saturday,0,0,0,0,0,1,0,20211205,20220305,111,,,,57327.3014786666
79641,59757,59757,9899,2,99_SAT,1071893,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199720,59757,2S,D,66600,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_SAT,Saturday,0,0,0,0,0,1,0,20211205,20220305,111,,,,57327.3014786666
79642,59757,59757,9899,2,99_SAT,1071892,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199725,59757,2S,D,70200,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_SAT,Saturday,0,0,0,0,0,1,0,20211205,20220305,111,,,,57327.3014786666
79643,59757,59757,9899,2,99_SAT,1071891,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199726,59757,2S,H,73800,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_SAT,Saturday,0,0,0,0,0,1,0,20211205,20220305,111,,,,57327.3014786666
79644,59757,59757,9899,2,99_SAT,1071890,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199720,59757,2S,H,77400,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_SAT,Saturday,0,0,0,0,0,1,0,20211205,20220305,111,,,,57327.3014786666
79645,59757,59757,9899,2,99_SAT,1071921,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199721,59757,2S,H,81000,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_SAT,Saturday,0,0,0,0,0,1,0,20211205,20220305,111,,,,57327.3014786666
79646,59757,59757,9899,2,99_SUN,1071990,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199728,59757,2S,D,23400,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_SUN,Sunday,0,0,0,0,0,0,1,20211205,20220305,111,,,,57327.3014786666
79647,59757,59757,9899,2,99_SUN,1071972,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199733,59757,2S,D,27000,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_SUN,Sunday,0,0,0,0,0,0,1,20211205,20220305,111,,,,57327.3014786666
79648,59757,59757,9899,2,99_SUN,1071971,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199734,59757,2S,D,30600,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_SUN,Sunday,0,0,0,0,0,0,1,20211205,20220305,111,,,,57327.3014786666
79649,59757,59757,9899,2,99_SUN,1071970,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199728,59757,2S,D,34200,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_SUN,Sunday,0,0,0,0,0,0,1,20211205,20220305,111,,,,57327.3014786666
79650,59757,59757,9899,2,99_SUN,1071969,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199733,59757,2S,D,37800,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_SUN,Sunday,0,0,0,0,0,0,1,20211205,20220305,111,,,,57327.3014786666
79651,59757,59757,9899,2,99_SUN,1071968,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199734,59757,2S,D,41400,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_SUN,Sunday,0,0,0,0,0,0,1,20211205,20220305,111,,,,57327.3014786666
79652,59757,59757,9899,2,99_SUN,1071967,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199728,59757,2S,D,45000,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_SUN,Sunday,0,0,0,0,0,0,1,20211205,20220305,111,,,,57327.3014786666
79653,59757,59757,9899,2,99_SUN,1071966,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199733,59757,2S,D,48600,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_SUN,Sunday,0,0,0,0,0,0,1,20211205,20220305,111,,,,57327.3014786666
79654,59757,59757,9899,2,99_SUN,1071965,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199734,59757,2S,D,52200,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_SUN,Sunday,0,0,0,0,0,0,1,20211205,20220305,111,,,,57327.3014786666
79655,59757,59757,9899,2,99_SUN,1071964,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199728,59757,2S,D,55800,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_SUN,Sunday,0,0,0,0,0,0,1,20211205,20220305,111,,,,57327.3014786666
79656,59757,59757,9899,2,99_SUN,1071963,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199733,59757,2S,D,59400,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_SUN,Sunday,0,0,0,0,0,0,1,20211205,20220305,111,,,,57327.3014786666
79657,59757,59757,9899,2,99_SUN,1071962,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199734,59757,2S,D,63000,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_SUN,Sunday,0,0,0,0,0,0,1,20211205,20220305,111,,,,57327.3014786666
79658,59757,59757,9899,2,99_SUN,1071961,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199728,59757,2S,D,66600,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_SUN,Sunday,0,0,0,0,0,0,1,20211205,20220305,111,,,,57327.3014786666
79659,59757,59757,9899,2,99_SUN,1071960,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199733,59757,2S,D,70200,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_SUN,Sunday,0,0,0,0,0,0,1,20211205,20220305,111,,,,57327.3014786666
79660,59757,59757,9899,2,99_SUN,1071959,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199734,59757,2S,H,73800,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_SUN,Sunday,0,0,0,0,0,0,1,20211205,20220305,111,,,,57327.3014786666
79661,59757,59757,9899,2,99_SUN,1071958,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199728,59757,2S,H,77400,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_SUN,Sunday,0,0,0,0,0,0,1,20211205,20220305,111,,,,57327.3014786666
79662,59757,59757,9899,2,99_SUN,1071989,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199729,59757,2S,H,81000,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_SUN,Sunday,0,0,0,0,0,0,1,20211205,20220305,111,,,,57327.3014786666
79663,59757,59757,9899,2,99_HOL,1072053,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199735,59757,2S,D,23400,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_HOL,Holiday,0,0,0,0,0,0,0,20211205,20220305,111,,,,57327.3014786666
79664,59757,59757,9899,2,99_HOL,1072038,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199739,59757,2S,D,27000,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_HOL,Holiday,0,0,0,0,0,0,0,20211205,20220305,111,,,,57327.3014786666
79665,59757,59757,9899,2,99_HOL,1072037,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199740,59757,2S,D,30600,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_HOL,Holiday,0,0,0,0,0,0,0,20211205,20220305,111,,,,57327.3014786666
79666,59757,59757,9899,2,99_HOL,1072036,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199735,59757,2S,D,34200,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_HOL,Holiday,0,0,0,0,0,0,0,20211205,20220305,111,,,,57327.3014786666
79667,59757,59757,9899,2,99_HOL,1072035,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199739,59757,2S,D,37800,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_HOL,Holiday,0,0,0,0,0,0,0,20211205,20220305,111,,,,57327.3014786666
79668,59757,59757,9899,2,99_HOL,1072034,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199740,59757,2S,D,41400,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_HOL,Holiday,0,0,0,0,0,0,0,20211205,20220305,111,,,,57327.3014786666
79669,59757,59757,9899,2,99_HOL,1072033,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199735,59757,2S,D,45000,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_HOL,Holiday,0,0,0,0,0,0,0,20211205,20220305,111,,,,57327.3014786666
79670,59757,59757,9899,2,99_HOL,1072032,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199739,59757,2S,D,48600,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_HOL,Holiday,0,0,0,0,0,0,0,20211205,20220305,111,,,,57327.3014786666
79671,59757,59757,9899,2,99_HOL,1072031,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199740,59757,2S,D,52200,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_HOL,Holiday,0,0,0,0,0,0,0,20211205,20220305,111,,,,57327.3014786666
79672,59757,59757,9899,2,99_HOL,1072030,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199735,59757,2S,D,55800,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_HOL,Holiday,0,0,0,0,0,0,0,20211205,20220305,111,,,,57327.3014786666
79673,59757,59757,9899,2,99_HOL,1072029,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199739,59757,2S,D,59400,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_HOL,Holiday,0,0,0,0,0,0,0,20211205,20220305,111,,,,57327.3014786666
79674,59757,59757,9899,2,99_HOL,1072028,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199740,59757,2S,D,63000,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_HOL,Holiday,0,0,0,0,0,0,0,20211205,20220305,111,,,,57327.3014786666
79675,59757,59757,9899,2,99_HOL,1072027,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199735,59757,2S,D,66600,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_HOL,Holiday,0,0,0,0,0,0,0,20211205,20220305,111,,,,57327.3014786666
79676,59757,59757,9899,2,99_HOL,1072026,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199739,59757,2S,D,70200,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_HOL,Holiday,0,0,0,0,0,0,0,20211205,20220305,111,,,,57327.3014786666
79677,59757,59757,9899,2,99_D24,1086853,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199742,59757,2S,W,20100,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_D24,December 24,0,0,0,0,0,0,0,20211205,20220305,111,,,,57327.3014786666
79678,59757,59757,9899,2,99_D24,1086851,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199744,59757,2S,D,23400,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_D24,December 24,0,0,0,0,0,0,0,20211205,20220305,111,,,,57327.3014786666
79679,59757,59757,9899,2,99_D24,1086833,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199748,59757,2S,D,27000,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_D24,December 24,0,0,0,0,0,0,0,20211205,20220305,111,,,,57327.3014786666
79680,59757,59757,9899,2,99_D24,1086832,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199742,59757,2S,D,30600,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_D24,December 24,0,0,0,0,0,0,0,20211205,20220305,111,,,,57327.3014786666
79681,59757,59757,9899,2,99_D24,1086831,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199744,59757,2S,D,34200,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_D24,December 24,0,0,0,0,0,0,0,20211205,20220305,111,,,,57327.3014786666
79682,59757,59757,9899,2,99_D24,1086830,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199748,59757,2S,D,37800,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_D24,December 24,0,0,0,0,0,0,0,20211205,20220305,111,,,,57327.3014786666
79683,59757,59757,9899,2,99_D24,1086829,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199742,59757,2S,D,41400,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_D24,December 24,0,0,0,0,0,0,0,20211205,20220305,111,,,,57327.3014786666
79684,59757,59757,9899,2,99_D24,1086828,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199744,59757,2S,D,45000,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_D24,December 24,0,0,0,0,0,0,0,20211205,20220305,111,,,,57327.3014786666
79685,59757,59757,9899,2,99_D24,1086827,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199748,59757,2S,D,48600,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_D24,December 24,0,0,0,0,0,0,0,20211205,20220305,111,,,,57327.3014786666
79686,59757,59757,9899,2,99_D24,1086826,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199742,59757,2S,D,52200,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_D24,December 24,0,0,0,0,0,0,0,20211205,20220305,111,,,,57327.3014786666
79687,59757,59757,9899,2,99_D24,1086825,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199744,59757,2S,D,55800,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_D24,December 24,0,0,0,0,0,0,0,20211205,20220305,111,,,,57327.3014786666
79688,59757,59757,9899,2,99_D24,1086824,NORTH TRANSFER: VIA SHERMAN,0,North Transfer,199748,59757,2S,D,59400,1,MMT,,WEST TP:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-2,B1006A,FFFFFF,99_D24,December 24,0,0,0,0,0,0,0,20211205,20220305,111,,,,57327.3014786666
