OBJECTID,PointsToLine_shape_id,PointsToLine_shape_id2,trips_routes_route_id,trips_routes_route_short_name,trips_routes_service_id,trips_routes_trip_id,trips_routes_trip_headsign,trips_routes_direction_id,trips_routes_direction_name,trips_routes_block_id,trips_routes_shape_id,trips_routes_shape_code,trips_routes_trip_type,trips_routes_trip_sort,trips_routes_wheelchair_accessi,trips_routes_routes_agency_id,trips_routes_routes_route_long_,trips_routes_routes_route_servi,trips_routes_routes_route_type,trips_routes_routes_route_url,trips_routes_routes_route_color,trips_routes_routes_route_text_,service_id,service_name,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date,PK_MD_WE,trips_routes_bikes_allowed,trips_routes_routes_route_id,trips_routes_routes_route_short,ShapeSTLength
83437,59938,59938,9921,26,99_WKD,1075634,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,200762,59938,26P,D,67800,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_WKD,Weekday,1,1,1,1,1,0,0,20211205,20220305,111,,,,44019.3834075001
83438,59938,59938,9921,26,99_WKD,1075633,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,200758,59938,26P,D,69600,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_WKD,Weekday,1,1,1,1,1,0,0,20211205,20220305,111,,,,44019.3834075001
83439,59938,59938,9921,26,99_WKD,1075632,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,200763,59938,26P,D,71400,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_WKD,Weekday,1,1,1,1,1,0,0,20211205,20220305,111,,,,44019.3834075001
83440,59938,59938,9921,26,99_WKD,1075631,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,200756,59938,26P,D,73200,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_WKD,Weekday,1,1,1,1,1,0,0,20211205,20220305,111,,,,44019.3834075001
83441,59938,59938,9921,26,99_WKD,1075630,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,200760,59938,26P,D,75000,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_WKD,Weekday,1,1,1,1,1,0,0,20211205,20220305,111,,,,44019.3834075001
83442,59938,59938,9921,26,99_WKD,1075629,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,200748,59938,26P,H,76800,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_WKD,Weekday,1,1,1,1,1,0,0,20211205,20220305,111,,,,44019.3834075001
83443,59938,59938,9921,26,99_WKD,1075659,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,200749,59938,26P,H,78600,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_WKD,Weekday,1,1,1,1,1,0,0,20211205,20220305,111,,,,44019.3834075001
83444,59938,59938,9921,26,99_WKD,1075661,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,200762,59938,26P,W,80400,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_WKD,Weekday,1,1,1,1,1,0,0,20211205,20220305,111,,,,44019.3834075001
83445,59938,59938,9921,26,99_SAT,1075681,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199819,59938,26P,D,42600,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_SAT,Saturday,0,0,0,0,0,1,0,20211205,20220305,111,,,,44019.3834075001
83446,59938,59938,9921,26,99_SAT,1075680,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199822,59938,26P,D,44400,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_SAT,Saturday,0,0,0,0,0,1,0,20211205,20220305,111,,,,44019.3834075001
83447,59938,59938,9921,26,99_SAT,1075679,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199818,59938,26P,D,46200,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_SAT,Saturday,0,0,0,0,0,1,0,20211205,20220305,111,,,,44019.3834075001
83448,59938,59938,9921,26,99_SAT,1075678,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199821,59938,26P,D,48000,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_SAT,Saturday,0,0,0,0,0,1,0,20211205,20220305,111,,,,44019.3834075001
83449,59938,59938,9921,26,99_SAT,1075677,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199816,59938,26P,D,49800,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_SAT,Saturday,0,0,0,0,0,1,0,20211205,20220305,111,,,,44019.3834075001
83450,59938,59938,9921,26,99_SAT,1075676,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199820,59938,26P,D,51600,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_SAT,Saturday,0,0,0,0,0,1,0,20211205,20220305,111,,,,44019.3834075001
83451,59938,59938,9921,26,99_SAT,1075675,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199823,59938,26P,D,53400,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_SAT,Saturday,0,0,0,0,0,1,0,20211205,20220305,111,,,,44019.3834075001
83452,59938,59938,9921,26,99_SAT,1075674,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199819,59938,26P,D,55200,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_SAT,Saturday,0,0,0,0,0,1,0,20211205,20220305,111,,,,44019.3834075001
83453,59938,59938,9921,26,99_SAT,1075673,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199822,59938,26P,D,57000,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_SAT,Saturday,0,0,0,0,0,1,0,20211205,20220305,111,,,,44019.3834075001
83454,59938,59938,9921,26,99_SAT,1075672,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199818,59938,26P,D,58800,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_SAT,Saturday,0,0,0,0,0,1,0,20211205,20220305,111,,,,44019.3834075001
83455,59938,59938,9921,26,99_SAT,1075671,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199821,59938,26P,D,60600,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_SAT,Saturday,0,0,0,0,0,1,0,20211205,20220305,111,,,,44019.3834075001
83456,59938,59938,9921,26,99_SAT,1075670,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199816,59938,26P,D,62400,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_SAT,Saturday,0,0,0,0,0,1,0,20211205,20220305,111,,,,44019.3834075001
83457,59938,59938,9921,26,99_SAT,1075669,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199820,59938,26P,D,64200,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_SAT,Saturday,0,0,0,0,0,1,0,20211205,20220305,111,,,,44019.3834075001
83458,59938,59938,9921,26,99_SAT,1075668,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199823,59938,26P,D,66000,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_SAT,Saturday,0,0,0,0,0,1,0,20211205,20220305,111,,,,44019.3834075001
83459,59938,59938,9921,26,99_SAT,1075667,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199819,59938,26P,D,67800,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_SAT,Saturday,0,0,0,0,0,1,0,20211205,20220305,111,,,,44019.3834075001
83460,59938,59938,9921,26,99_SAT,1075666,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199822,59938,26P,D,69600,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_SAT,Saturday,0,0,0,0,0,1,0,20211205,20220305,111,,,,44019.3834075001
83461,59938,59938,9921,26,99_SAT,1075665,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199818,59938,26P,D,71400,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_SAT,Saturday,0,0,0,0,0,1,0,20211205,20220305,111,,,,44019.3834075001
83462,59938,59938,9921,26,99_SAT,1075664,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199821,59938,26P,D,73200,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_SAT,Saturday,0,0,0,0,0,1,0,20211205,20220305,111,,,,44019.3834075001
83463,59938,59938,9921,26,99_SAT,1075663,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199816,59938,26P,D,75000,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_SAT,Saturday,0,0,0,0,0,1,0,20211205,20220305,111,,,,44019.3834075001
83464,59938,59938,9921,26,99_SAT,1075662,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199820,59938,26P,H,76800,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_SAT,Saturday,0,0,0,0,0,1,0,20211205,20220305,111,,,,44019.3834075001
83465,59938,59938,9921,26,99_SAT,1075692,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199823,59938,26P,H,78600,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_SAT,Saturday,0,0,0,0,0,1,0,20211205,20220305,111,,,,44019.3834075001
83466,59938,59938,9921,26,99_SUN,1075712,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199828,59938,26P,D,42600,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_SUN,Sunday,0,0,0,0,0,0,1,20211205,20220305,111,,,,44019.3834075001
83467,59938,59938,9921,26,99_SUN,1075711,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199831,59938,26P,D,44400,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_SUN,Sunday,0,0,0,0,0,0,1,20211205,20220305,111,,,,44019.3834075001
83468,59938,59938,9921,26,99_SUN,1075710,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199827,59938,26P,D,46200,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_SUN,Sunday,0,0,0,0,0,0,1,20211205,20220305,111,,,,44019.3834075001
83469,59938,59938,9921,26,99_SUN,1075709,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199830,59938,26P,D,48000,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_SUN,Sunday,0,0,0,0,0,0,1,20211205,20220305,111,,,,44019.3834075001
83470,59938,59938,9921,26,99_SUN,1075708,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199825,59938,26P,D,49800,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_SUN,Sunday,0,0,0,0,0,0,1,20211205,20220305,111,,,,44019.3834075001
83471,59938,59938,9921,26,99_SUN,1075707,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199829,59938,26P,D,51600,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_SUN,Sunday,0,0,0,0,0,0,1,20211205,20220305,111,,,,44019.3834075001
83472,59938,59938,9921,26,99_SUN,1075706,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199832,59938,26P,D,53400,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_SUN,Sunday,0,0,0,0,0,0,1,20211205,20220305,111,,,,44019.3834075001
83473,59938,59938,9921,26,99_SUN,1075705,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199828,59938,26P,D,55200,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_SUN,Sunday,0,0,0,0,0,0,1,20211205,20220305,111,,,,44019.3834075001
83474,59938,59938,9921,26,99_SUN,1075704,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199831,59938,26P,D,57000,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_SUN,Sunday,0,0,0,0,0,0,1,20211205,20220305,111,,,,44019.3834075001
83475,59938,59938,9921,26,99_SUN,1075703,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199827,59938,26P,D,58800,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_SUN,Sunday,0,0,0,0,0,0,1,20211205,20220305,111,,,,44019.3834075001
83476,59938,59938,9921,26,99_SUN,1075702,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199830,59938,26P,D,60600,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_SUN,Sunday,0,0,0,0,0,0,1,20211205,20220305,111,,,,44019.3834075001
83477,59938,59938,9921,26,99_SUN,1075701,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199825,59938,26P,D,62400,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_SUN,Sunday,0,0,0,0,0,0,1,20211205,20220305,111,,,,44019.3834075001
83478,59938,59938,9921,26,99_SUN,1075700,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199829,59938,26P,D,64200,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_SUN,Sunday,0,0,0,0,0,0,1,20211205,20220305,111,,,,44019.3834075001
83479,59938,59938,9921,26,99_SUN,1075699,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199832,59938,26P,D,66000,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_SUN,Sunday,0,0,0,0,0,0,1,20211205,20220305,111,,,,44019.3834075001
83480,59938,59938,9921,26,99_SUN,1075698,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199828,59938,26P,D,67800,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_SUN,Sunday,0,0,0,0,0,0,1,20211205,20220305,111,,,,44019.3834075001
83481,59938,59938,9921,26,99_SUN,1075697,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199831,59938,26P,D,69600,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_SUN,Sunday,0,0,0,0,0,0,1,20211205,20220305,111,,,,44019.3834075001
83482,59938,59938,9921,26,99_SUN,1075696,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199827,59938,26P,D,71400,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_SUN,Sunday,0,0,0,0,0,0,1,20211205,20220305,111,,,,44019.3834075001
83483,59938,59938,9921,26,99_SUN,1075695,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199830,59938,26P,D,73200,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_SUN,Sunday,0,0,0,0,0,0,1,20211205,20220305,111,,,,44019.3834075001
83484,59938,59938,9921,26,99_SUN,1075694,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199825,59938,26P,D,75000,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_SUN,Sunday,0,0,0,0,0,0,1,20211205,20220305,111,,,,44019.3834075001
83485,59938,59938,9921,26,99_SUN,1075693,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199829,59938,26P,H,76800,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_SUN,Sunday,0,0,0,0,0,0,1,20211205,20220305,111,,,,44019.3834075001
83486,59938,59938,9921,26,99_SUN,1075723,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199832,59938,26P,H,78600,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_SUN,Sunday,0,0,0,0,0,0,1,20211205,20220305,111,,,,44019.3834075001
83487,59938,59938,9921,26,99_HOL,1075742,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199841,59938,26P,D,42600,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_HOL,Holiday,0,0,0,0,0,0,0,20211205,20220305,111,,,,44019.3834075001
83488,59938,59938,9921,26,99_HOL,1075741,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199837,59938,26P,D,44400,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_HOL,Holiday,0,0,0,0,0,0,0,20211205,20220305,111,,,,44019.3834075001
83489,59938,59938,9921,26,99_HOL,1075740,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199840,59938,26P,D,46200,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_HOL,Holiday,0,0,0,0,0,0,0,20211205,20220305,111,,,,44019.3834075001
83490,59938,59938,9921,26,99_HOL,1075739,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199836,59938,26P,D,48000,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_HOL,Holiday,0,0,0,0,0,0,0,20211205,20220305,111,,,,44019.3834075001
83491,59938,59938,9921,26,99_HOL,1075738,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199839,59938,26P,D,49800,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_HOL,Holiday,0,0,0,0,0,0,0,20211205,20220305,111,,,,44019.3834075001
83492,59938,59938,9921,26,99_HOL,1075737,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199835,59938,26P,D,51600,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_HOL,Holiday,0,0,0,0,0,0,0,20211205,20220305,111,,,,44019.3834075001
83493,59938,59938,9921,26,99_HOL,1075736,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199838,59938,26P,D,53400,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_HOL,Holiday,0,0,0,0,0,0,0,20211205,20220305,111,,,,44019.3834075001
83494,59938,59938,9921,26,99_HOL,1075735,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199841,59938,26P,D,55200,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_HOL,Holiday,0,0,0,0,0,0,0,20211205,20220305,111,,,,44019.3834075001
83495,59938,59938,9921,26,99_HOL,1075734,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199837,59938,26P,D,57000,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_HOL,Holiday,0,0,0,0,0,0,0,20211205,20220305,111,,,,44019.3834075001
83496,59938,59938,9921,26,99_HOL,1075733,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199840,59938,26P,D,58800,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_HOL,Holiday,0,0,0,0,0,0,0,20211205,20220305,111,,,,44019.3834075001
83497,59938,59938,9921,26,99_HOL,1075732,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199836,59938,26P,D,60600,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_HOL,Holiday,0,0,0,0,0,0,0,20211205,20220305,111,,,,44019.3834075001
83498,59938,59938,9921,26,99_HOL,1075731,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199839,59938,26P,D,62400,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_HOL,Holiday,0,0,0,0,0,0,0,20211205,20220305,111,,,,44019.3834075001
83499,59938,59938,9921,26,99_HOL,1075730,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199835,59938,26P,D,64200,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_HOL,Holiday,0,0,0,0,0,0,0,20211205,20220305,111,,,,44019.3834075001
83500,59938,59938,9921,26,99_HOL,1075729,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199838,59938,26P,D,66000,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_HOL,Holiday,0,0,0,0,0,0,0,20211205,20220305,111,,,,44019.3834075001
83501,59938,59938,9921,26,99_HOL,1075728,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199841,59938,26P,D,67800,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_HOL,Holiday,0,0,0,0,0,0,0,20211205,20220305,111,,,,44019.3834075001
83502,59938,59938,9921,26,99_HOL,1075727,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199837,59938,26P,D,69600,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_HOL,Holiday,0,0,0,0,0,0,0,20211205,20220305,111,,,,44019.3834075001
83503,59938,59938,9921,26,99_HOL,1075726,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199840,59938,26P,D,71400,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_HOL,Holiday,0,0,0,0,0,0,0,20211205,20220305,111,,,,44019.3834075001
83504,59938,59938,9921,26,99_HOL,1075725,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199836,59938,26P,D,73200,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_HOL,Holiday,0,0,0,0,0,0,0,20211205,20220305,111,,,,44019.3834075001
83505,59938,59938,9921,26,99_HOL,1075724,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199839,59938,26P,D,75000,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_HOL,Holiday,0,0,0,0,0,0,0,20211205,20220305,111,,,,44019.3834075001
83506,59938,59938,9921,26,99_D24,1087627,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199884,59938,26P,D,42600,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_D24,December 24,0,0,0,0,0,0,0,20211205,20220305,111,,,,44019.3834075001
83507,59938,59938,9921,26,99_D24,1087626,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199750,59938,26P,D,44400,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_D24,December 24,0,0,0,0,0,0,0,20211205,20220305,111,,,,44019.3834075001
83508,59938,59938,9921,26,99_D24,1087625,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199885,59938,26P,D,46200,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_D24,December 24,0,0,0,0,0,0,0,20211205,20220305,111,,,,44019.3834075001
83509,59938,59938,9921,26,99_D24,1087624,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,199881,59938,26P,D,48000,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_D24,December 24,0,0,0,0,0,0,0,20211205,20220305,111,,,,44019.3834075001
83510,59938,59938,9921,26,99_D24,1087623,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,200769,59938,26P,D,49800,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,99_D24,December 24,0,0,0,0,0,0,0,20211205,20220305,111,,,,44019.3834075001
