X,Y,OBJECTID,StopID,Route,Lat,Lon,DailyBoardings,DotSize
-89.4070129656482,43.0710530583991,20007,5,80,43.071061,-89.407019,322.93,3229261.32
-89.4002289669525,43.0758890570175,20008,10,80,43.075897,-89.400235,875.26,8752643.7
-89.4002289669525,43.0758890570175,20009,10,81,43.075897,-89.400235,79.74,797389.24
-89.4002289669525,43.0758890570175,20010,10,82,43.075897,-89.400235,16.9,168965
-89.3969899677741,43.0758410568999,20011,25,81,43.075849,-89.396996,24.06,240553.18
-89.3973089681123,43.0718190578856,20012,39,80,43.071827,-89.397315,664.91,6649138.76
-89.3900769689855,43.078389055931,20013,45,81,43.078397,-89.390083,0.78,7795.7
-89.4127119635866,43.0746310583779,20014,47,11,43.074639,-89.412718,0.22,2230.54
-89.4127119635866,43.0746310583779,20015,47,27,43.074639,-89.412718,6,60000
-89.3973099677128,43.0756230574144,20016,49,80,43.075631,-89.397316,701.13,7011309.38
-89.3973099677128,43.0756230574144,20017,49,81,43.075631,-89.397316,16.93,169278.16
-89.3973099677128,43.0756230574144,20018,49,82,43.075631,-89.397316,5.67,56692.2
-89.4056189655139,43.0760620572921,20019,52,80,43.07607,-89.405625,263.05,2630502.45
-89.4056189655139,43.0760620572921,20020,52,81,43.07607,-89.405625,6.35,63479.31
-89.4070419649955,43.0766200571986,20021,56,81,43.076628,-89.407048,2.9,28955.48
-89.403612965506,43.0759060571241,20022,60,80,43.075914,-89.403619,166.17,1661724.05
-89.403612965506,43.0759060571241,20023,60,81,43.075914,-89.403619,1.67,16705.08
-89.4037379664852,43.0709690584395,20024,61,80,43.070977,-89.403744,102.48,1024841.96
-89.3975179675412,43.0722070574404,20025,68,82,43.072215,-89.397524,5.45,54468.98
-89.4006779665012,43.0743090576665,20026,70,82,43.074317,-89.400684,5.11,51134.14
-89.3996829677464,43.0709060580293,20027,75,80,43.070914,-89.399689,421.49,4214858.78
-89.3924129688467,43.0740650569229,20028,87,1,43.074073,-89.392419,5.25,52495.96
-89.3924129688467,43.0740650569229,20029,87,10,43.074073,-89.392419,38.9,388964.56
-89.3924129688467,43.0740650569229,20030,87,11,43.074073,-89.392419,2.12,21190.12
-89.3924129688467,43.0740650569229,20031,87,19,43.074073,-89.392419,14.79,147944.62
-89.3924129688467,43.0740650569229,20032,87,38,43.074073,-89.392419,41.31,413052.13
-89.3924129688467,43.0740650569229,20033,87,82,43.074073,-89.392419,6.78,67808.32
-89.3921709686868,43.0769190571039,20034,89,81,43.076927,-89.392177,2.23,22273.44
-89.3881579704907,43.0775960565141,20035,96,81,43.077604,-89.388164,3.79,37864.85
-89.4001059667139,43.0758170575372,20036,99,81,43.075825,-89.400112,87.2,872005.27
-89.4001059667139,43.0758170575372,20037,99,82,43.075825,-89.400112,69.48,694757.4
-89.4013519664126,43.0733450574635,20038,100,1,43.073353,-89.401358,10.16,101641.11
-89.4013519664126,43.0733450574635,20039,100,2,43.073353,-89.401358,178.79,1787943.08
-89.4013519664126,43.0733450574635,20040,100,3,43.073353,-89.401358,112.48,1124783.87
-89.4013519664126,43.0733450574635,20041,100,4,43.073353,-89.401358,65.71,657102.36
-89.4013519664126,43.0733450574635,20042,100,10,43.073353,-89.401358,221.04,2210430.06
-89.4013519664126,43.0733450574635,20043,100,11,43.073353,-89.401358,13.72,137178.14
-89.4013519664126,43.0733450574635,20044,100,12,43.073353,-89.401358,1.34,13352.07
-89.4013519664126,43.0733450574635,20045,100,13,43.073353,-89.401358,91.06,910646.06
-89.4013519664126,43.0733450574635,20046,100,14,43.073353,-89.401358,64.96,649628.58
-89.4013519664126,43.0733450574635,20047,100,15,43.073353,-89.401358,121.61,1216069.29
-89.4013519664126,43.0733450574635,20048,100,19,43.073353,-89.401358,43.16,431597.83
-89.4013519664126,43.0733450574635,20049,100,27,43.073353,-89.401358,0.33,3333.33
-89.4013519664126,43.0733450574635,20050,100,28,43.073353,-89.401358,24.46,244554.86
-89.4013519664126,43.0733450574635,20051,100,29,43.073353,-89.401358,0.35,3497.33
-89.4013519664126,43.0733450574635,20052,100,37,43.073353,-89.401358,10.03,100264.29
-89.4013519664126,43.0733450574635,20053,100,38,43.073353,-89.401358,29.73,297263.93
-89.4013519664126,43.0733450574635,20054,100,48,43.073353,-89.401358,1.89,18888.89
-89.4013519664126,43.0733450574635,20055,100,56,43.073353,-89.401358,22.29,222939.98
-89.4013519664126,43.0733450574635,20056,100,57,43.073353,-89.401358,19.95,199533.18
-89.4013519664126,43.0733450574635,20057,100,58,43.073353,-89.401358,30.68,306759.06
-89.4013519664126,43.0733450574635,20058,100,70,43.073353,-89.401358,35.37,353742.3
-89.4013519664126,43.0733450574635,20059,100,71,43.073353,-89.401358,35.14,351385.53
-89.4013519664126,43.0733450574635,20060,100,72,43.073353,-89.401358,43.32,433179.83
-89.4041909666729,43.0711930583395,20061,104,4,43.071201,-89.404197,101.19,1011870.69
-89.4041909666729,43.0711930583395,20062,104,27,43.071201,-89.404197,2,20000
-89.4041909666729,43.0711930583395,20063,104,44,43.071201,-89.404197,22.11,221111.11
-89.3966269703184,43.0544100604269,20064,107,5,43.054418,-89.396633,15.38,153754.03
-89.3966269703184,43.0544100604269,20065,107,13,43.054418,-89.396633,9.34,93428.46
-89.3966269703184,43.0544100604269,20066,107,44,43.054418,-89.396633,5.67,56666.67
-89.3977189691215,43.064983058607,20067,113,5,43.064991,-89.397725,16.16,161610.08
-89.3977189691215,43.064983058607,20068,113,47,43.064991,-89.397725,1,10000
-89.4008059673311,43.0680700590404,20069,115,6,43.068078,-89.400812,46.7,466992.86
-89.4008059673311,43.0680700590404,20070,115,13,43.068078,-89.400812,3.26,32643.68
-89.4008059673311,43.0680700590404,20071,115,47,43.068078,-89.400812,0.78,7777.78
-89.4011779705338,43.0385330637114,20072,121,4,43.038541,-89.401184,3.24,32353.09
-89.4011779705338,43.0385330637114,20073,121,18,43.038541,-89.401184,0.56,5594.02
-89.4011779705338,43.0385330637114,20074,121,40,43.038541,-89.401184,2.58,25767.06
-89.394214971094,43.0489760618152,20075,124,5,43.048984,-89.394221,1.57,15712.09
-89.394214971094,43.0489760618152,20076,124,44,43.048984,-89.394221,0.44,4444.44
-89.413250962685,43.0733290585543,20077,133,1,43.073337,-89.413257,4.47,44677.41
-89.413250962685,43.0733290585543,20078,133,2,43.073337,-89.413257,36.16,361593.97
-89.413250962685,43.0733290585543,20079,133,3,43.073337,-89.413257,30.69,306860.68
-89.413250962685,43.0733290585543,20080,133,10,43.073337,-89.413257,28.67,286722.45
-89.413250962685,43.0733290585543,20081,133,12,43.073337,-89.413257,1.11,11126.73
-89.413250962685,43.0733290585543,20082,133,19,43.073337,-89.413257,10.79,107899.46
-89.413250962685,43.0733290585543,20083,133,29,43.073337,-89.413257,1.87,18652.45
-89.413250962685,43.0733290585543,20084,133,37,43.073337,-89.413257,3.23,32307.38
-89.413250962685,43.0733290585543,20085,133,48,43.073337,-89.413257,0.56,5555.56
-89.413250962685,43.0733290585543,20086,133,58,43.073337,-89.413257,4,40012.05
-89.413250962685,43.0733290585543,20087,133,82,43.073337,-89.413257,2.11,21120.62
-89.3991239695494,43.0540500607604,20088,146,4,43.054058,-89.39913,1.34,13387.48
-89.3919089710768,43.0539460607294,20089,147,13,43.053954,-89.391915,4.62,46151.41
-89.3919089710768,43.0539460607294,20090,147,44,43.053954,-89.391915,0.33,3333.33
-89.3842519752785,43.0412570620729,20091,150,13,43.041265,-89.384258,17.79,177851.76
-89.3806139750332,43.0520950602689,20092,153,13,43.052103,-89.38062,5.74,57407.85
-89.4041129671056,43.0629340593982,20093,158,4,43.062942,-89.404119,3.35,33468.71
-89.4041129671056,43.0629340593982,20094,158,44,43.062942,-89.404119,0.67,6666.67
-89.4094269641828,43.07349805823,20095,160,1,43.073506,-89.409433,0.89,8935.48
-89.4094269641828,43.07349805823,20096,160,2,43.073506,-89.409433,121.72,1217180.92
-89.4094269641828,43.07349805823,20097,160,3,43.073506,-89.409433,51.89,518873.51
-89.4094269641828,43.07349805823,20098,160,10,43.073506,-89.409433,210.37,2103742.63
-89.4094269641828,43.07349805823,20099,160,12,43.073506,-89.409433,1.67,16690.09
-89.4094269641828,43.07349805823,20100,160,14,43.073506,-89.409433,74.9,748970.4
-89.4094269641828,43.07349805823,20101,160,15,43.073506,-89.409433,130.29,1302931.39
-89.4094269641828,43.07349805823,20102,160,19,43.073506,-89.409433,29.37,293664.5
-89.4094269641828,43.07349805823,20103,160,27,43.073506,-89.409433,0.33,3333.33
-89.4094269641828,43.07349805823,20104,160,37,43.073506,-89.409433,7.46,74641.19
-89.4094269641828,43.07349805823,20105,160,48,43.073506,-89.409433,1.11,11111.11
-89.4094269641828,43.07349805823,20106,160,56,43.073506,-89.409433,32.88,328780.17
-89.4094269641828,43.07349805823,20107,160,57,43.073506,-89.409433,22.85,228515.66
-89.4094269641828,43.07349805823,20108,160,58,43.073506,-89.409433,17.78,177831.34
-89.4094269641828,43.07349805823,20109,160,70,43.073506,-89.409433,27.54,275381.67
-89.4094269641828,43.07349805823,20110,160,71,43.073506,-89.409433,28.89,288916.99
-89.4094269641828,43.07349805823,20111,160,72,43.073506,-89.409433,45.11,451089.08
-89.3870839716459,43.0701420574788,20112,161,1,43.07015,-89.38709,18.65,186528.18
-89.3870839716459,43.0701420574788,20113,161,10,43.07015,-89.38709,108.8,1087989.45
-89.3870839716459,43.0701420574788,20114,161,11,43.07015,-89.38709,3.68,36803.89
-89.3870839716459,43.0701420574788,20115,161,19,43.07015,-89.38709,44.05,440496.75
-89.3870839716459,43.0701420574788,20116,161,38,43.07015,-89.38709,119.13,1191282.41
-89.3870839716459,43.0701420574788,20117,161,82,43.07015,-89.38709,3.45,34459.97
-89.4009589673295,43.0651730586907,20118,162,13,43.065181,-89.400965,2.59,25889.81
-89.4009589673295,43.0651730586907,20119,162,47,43.065181,-89.400965,1.33,13333.33
-89.4009589673295,43.0651730586907,20120,162,48,43.065181,-89.400965,0.11,1111.11
-89.3756049767601,43.0457980607398,20121,166,13,43.045806,-89.375611,4.62,46151.41
-89.4039929669303,43.0651510589307,20122,167,4,43.065159,-89.403999,49.31,493105.67
-89.4039929669303,43.0651510589307,20123,167,44,43.065159,-89.403999,36.11,361111.11
-89.3870259714949,43.0727230571842,20124,168,5,43.072731,-89.387032,11.22,112229.22
-89.3870259714949,43.0727230571842,20125,168,27,43.072731,-89.387032,0.11,1111.11
-89.3870259714949,43.0727230571842,20126,168,47,43.072731,-89.387032,1.22,12222.22
-89.3870259714949,43.0727230571842,20127,168,75,43.072731,-89.387032,12.89,128946.83
-89.4040649686089,43.0416550629722,20128,170,4,43.041663,-89.404071,3.35,33468.71
-89.4040649686089,43.0416550629722,20129,170,47,43.041663,-89.404071,0.33,3333.33
-89.3918319721372,43.0428680622656,20130,171,13,43.042876,-89.391838,5.4,54030.92
-89.3980329710853,43.038498063126,20131,173,4,43.038506,-89.398039,2.01,20081.23
-89.3980329710853,43.038498063126,20132,173,18,43.038506,-89.398039,0.22,2237.61
-89.3980329710853,43.038498063126,20133,173,40,43.038506,-89.398039,2.69,26887.37
-89.3986939693627,43.0564840600604,20134,174,5,43.056492,-89.3987,0.67,6733.75
-89.3986939693627,43.0564840600604,20135,174,13,43.056492,-89.3987,3.26,32643.68
-89.4070449654141,43.0734970578543,20136,178,1,43.073505,-89.407051,2.57,25689.51
-89.4070449654141,43.0734970578543,20137,178,2,43.073505,-89.407051,194.93,1949269.62
-89.4070449654141,43.0734970578543,20138,178,3,43.073505,-89.407051,96.63,966332.18
-89.4070449654141,43.0734970578543,20139,178,10,43.073505,-89.407051,291.28,2912788.93
-89.4070449654141,43.0734970578543,20140,178,12,43.073505,-89.407051,0.33,3338.02
-89.4070449654141,43.0734970578543,20141,178,14,43.073505,-89.407051,88.18,881798.24
-89.4070449654141,43.0734970578543,20142,178,15,43.073505,-89.407051,172.28,1722764.83
-89.4070449654141,43.0734970578543,20143,178,19,43.073505,-89.407051,43.27,432710.2
-89.4070449654141,43.0734970578543,20144,178,37,43.073505,-89.407051,12.7,127001.43
-89.4070449654141,43.0734970578543,20145,178,48,43.073505,-89.407051,1.89,18888.89
-89.4070449654141,43.0734970578543,20146,178,56,43.073505,-89.407051,41.89,418856.93
-89.4070449654141,43.0734970578543,20147,178,57,43.073505,-89.407051,32.33,323266.05
-89.4070449654141,43.0734970578543,20148,178,58,43.073505,-89.407051,27.9,278972.92
-89.4070449654141,43.0734970578543,20149,178,70,43.073505,-89.407051,27.87,278739.98
-89.4070449654141,43.0734970578543,20150,178,71,43.073505,-89.407051,29.34,293379.03
-89.4070449654141,43.0734970578543,20151,178,72,43.073505,-89.407051,37.83,378332.77
-89.400944966676,43.0711240579469,20152,180,6,43.071132,-89.400951,24.19,241895.58
-89.400944966676,43.0711240579469,20153,180,13,43.071132,-89.400951,28.93,289290.53
-89.400944966676,43.0711240579469,20154,180,47,43.071132,-89.400951,12.22,122222.22
-89.400944966676,43.0711240579469,20155,180,48,43.071132,-89.400951,0.89,8888.89
-89.400944966676,43.0711240579469,20156,180,82,43.071132,-89.400951,6.67,66696.71
-89.3949789704211,43.0523680607852,20157,181,5,43.052376,-89.394985,15.38,153754.03
-89.3949789704211,43.0523680607852,20158,181,48,43.052376,-89.394985,1.22,12222.22
-89.4103989635091,43.0751730581951,20159,184,11,43.075181,-89.410405,11.49,114872.75
-89.4103989635091,43.0751730581951,20160,184,28,43.075181,-89.410405,4.56,45576.13
-89.4103989635091,43.0751730581951,20161,184,38,43.075181,-89.410405,6.46,64574.19
-89.4103989635091,43.0751730581951,20162,184,44,43.075181,-89.410405,1.78,17777.78
-89.4103989635091,43.0751730581951,20163,184,80,43.075181,-89.410405,181.98,1819823.31
-89.40414796692,43.0679600588571,20164,190,4,43.067968,-89.404154,37.37,373733.94
-89.40414796692,43.0679600588571,20165,190,44,43.067968,-89.404154,13.78,137777.78
-89.391900971601,43.0540740608447,20166,192,13,43.054082,-89.391907,19.02,190233.85
-89.391900971601,43.0540740608447,20167,192,44,43.054082,-89.391907,10.44,104444.44
-89.3938919712884,43.0471500619849,20168,195,5,43.047158,-89.393898,15.38,153754.03
-89.3938919712884,43.0471500619849,20169,195,44,43.047158,-89.393898,4.44,44444.44
-89.3770519771352,43.0433090616455,20170,203,11,43.043317,-89.377058,2.68,26766.47
-89.3770519771352,43.0433090616455,20171,203,13,43.043317,-89.377058,18.8,187982.56
-89.4071479660446,43.0678520587824,20172,208,6,43.06786,-89.407154,28,279971.74
-89.4071479660446,43.0678520587824,20173,208,82,43.06786,-89.407154,4.22,42241.25
-89.400623967805,43.063734058971,20174,217,13,43.063742,-89.40063,12.16,121569.56
-89.400623967805,43.063734058971,20175,217,47,43.063742,-89.40063,1.56,15555.56
-89.3918399717605,43.0455260621101,20176,222,13,43.045534,-89.391846,6.53,65287.36
-89.3962119694518,43.0660240589238,20177,225,5,43.066032,-89.396218,5.72,57236.9
-89.3962119694518,43.0660240589238,20178,225,47,43.066032,-89.396218,0.22,2222.22
-89.3978609688502,43.0678000582201,20179,226,27,43.067808,-89.397867,0.33,3333.33
-89.4038479659248,43.0733950576605,20180,234,1,43.073403,-89.403854,0.67,6701.61
-89.4038479659248,43.0733950576605,20181,234,2,43.073403,-89.403854,24.03,240320.91
-89.4038479659248,43.0733950576605,20182,234,3,43.073403,-89.403854,20.53,205317.69
-89.4038479659248,43.0733950576605,20183,234,10,43.073403,-89.403854,51.68,516767.21
-89.4038479659248,43.0733950576605,20184,234,11,43.073403,-89.403854,1.67,16729.04
-89.4038479659248,43.0733950576605,20185,234,12,43.073403,-89.403854,0.33,3338.02
-89.4038479659248,43.0733950576605,20186,234,14,43.073403,-89.403854,7.37,73669.22
-89.4038479659248,43.0733950576605,20187,234,15,43.073403,-89.403854,15.92,159247.17
-89.4038479659248,43.0733950576605,20188,234,19,43.073403,-89.403854,5.9,58955.37
-89.4038479659248,43.0733950576605,20189,234,27,43.073403,-89.403854,0.33,3333.33
-89.4038479659248,43.0733950576605,20190,234,28,43.073403,-89.403854,8.11,81147.75
-89.4038479659248,43.0733950576605,20191,234,37,43.073403,-89.403854,2.01,20052.86
-89.4038479659248,43.0733950576605,20192,234,38,43.073403,-89.403854,8.57,85727.8
-89.4038479659248,43.0733950576605,20193,234,48,43.073403,-89.403854,0.22,2222.22
-89.4038479659248,43.0733950576605,20194,234,56,43.073403,-89.403854,4.62,46164.34
-89.4038479659248,43.0733950576605,20195,234,57,43.073403,-89.403854,4.79,47932.55
-89.4038479659248,43.0733950576605,20196,234,58,43.073403,-89.403854,6.34,63352.42
-89.4038479659248,43.0733950576605,20197,234,70,43.073403,-89.403854,3.13,31344.25
-89.4038479659248,43.0733950576605,20198,234,71,43.073403,-89.403854,2.23,22310.19
-89.4038479659248,43.0733950576605,20199,234,72,43.073403,-89.403854,3.69,36937.82
-89.3873009706359,43.072455057495,20200,235,5,43.072463,-89.387307,5.27,52747.73
-89.3873009706359,43.072455057495,20201,235,27,43.072463,-89.387307,0.89,8888.89
-89.3746899769634,43.0472390605818,20202,243,11,43.047247,-89.374696,0.67,6691.62
-89.3746899769634,43.0472390605818,20203,243,12,43.047247,-89.374696,27.04,270379.48
-89.3746899769634,43.0472390605818,20204,243,13,43.047247,-89.374696,6.3,63036.07
-89.3823939725029,43.0718340572782,20205,248,1,43.071842,-89.3824,2.35,23455.64
-89.3823939725029,43.0718340572782,20206,248,12,43.071842,-89.3824,8.68,86788.48
-89.3823939725029,43.0718340572782,20207,248,19,43.071842,-89.3824,11.12,111236.55
-89.3823939725029,43.0718340572782,20208,248,38,43.071842,-89.3824,8.8,87954.5
-89.4006139685357,43.060118060188,20209,251,5,43.060126,-89.40062,21.21,212113.23
-89.4006139685357,43.060118060188,20210,251,13,43.060126,-89.40062,7.99,79920.73
-89.4006139685357,43.060118060188,20211,251,47,43.060126,-89.40062,3.78,37777.78
-89.4006139685357,43.060118060188,20212,251,48,43.060126,-89.40062,0.78,7777.78
-89.4006139685357,43.060118060188,20213,251,75,43.060126,-89.40062,4.22,42241.2
-89.3913939699123,43.0748410570036,20214,252,2,43.074849,-89.3914,69.98,699823.4
-89.3913939699123,43.0748410570036,20215,252,3,43.074849,-89.3914,79.34,793374.34
-89.3913939699123,43.0748410570036,20216,252,4,43.074849,-89.3914,20.64,206390.38
-89.3913939699123,43.0748410570036,20217,252,6,43.074849,-89.3914,37.29,372922.36
-89.3913939699123,43.0748410570036,20218,252,12,43.074849,-89.3914,2.45,24478.8
-89.3913939699123,43.0748410570036,20219,252,14,43.074849,-89.3914,33.49,334860.09
-89.3913939699123,43.0748410570036,20220,252,15,43.074849,-89.3914,27.51,275063.29
-89.3913939699123,43.0748410570036,20221,252,29,43.074849,-89.3914,0.82,8160.45
-89.3913939699123,43.0748410570036,20222,252,37,43.074849,-89.3914,4.68,46790
-89.3913939699123,43.0748410570036,20223,252,47,43.074849,-89.3914,3.89,38888.89
-89.3913939699123,43.0748410570036,20224,252,56,43.074849,-89.3914,2.59,25897.07
-89.3913939699123,43.0748410570036,20225,252,57,43.074849,-89.3914,2.23,22294.21
-89.3913939699123,43.0748410570036,20226,252,58,43.074849,-89.3914,3.56,35566.27
-89.3913939699123,43.0748410570036,20227,252,70,43.074849,-89.3914,17.24,172393.4
-89.3913939699123,43.0748410570036,20228,252,71,43.074849,-89.3914,4.69,46851.4
-89.3913939699123,43.0748410570036,20229,252,72,43.074849,-89.3914,8.17,81710.92
-89.40417496598,43.0730700583103,20230,256,4,43.073078,-89.404181,2.57,25659.34
-89.40417496598,43.0730700583103,20231,256,13,43.073078,-89.404181,26.11,261149.43
-89.3967969679211,43.0748290569974,20232,265,4,43.074837,-89.396803,103.86,1038645.66
-89.3967969679211,43.0748290569974,20233,265,6,43.074837,-89.396803,179.85,1798538.45
-89.3990709685448,43.0562920607867,20234,266,4,43.0563,-89.399077,1.34,13387.48
-89.3990709685448,43.0562920607867,20235,266,47,43.0563,-89.399077,0.22,2222.22
-89.4003369677786,43.067587058455,20236,271,27,43.067595,-89.400343,2.56,25555.56
-89.3980709680433,43.0675700587599,20237,273,27,43.067578,-89.398077,0.89,8888.89
-89.3892439708432,43.0712320573227,20238,274,5,43.07124,-89.38925,27.5,274961.6
-89.3892439708432,43.0712320573227,20239,274,27,43.07124,-89.38925,0.44,4444.44
-89.3892439708432,43.0712320573227,20240,274,47,43.07124,-89.38925,2.56,25555.56
-89.3892439708432,43.0712320573227,20241,274,75,43.07124,-89.38925,27.9,279014.26
-89.40083496778,43.0595740603692,20242,288,4,43.059582,-89.400841,8.03,80324.91
-89.40083496778,43.0595740603692,20243,288,5,43.059582,-89.400841,9.54,95394.84
-89.40083496778,43.0595740603692,20244,288,13,43.059582,-89.400841,9.01,90051.53
-89.40083496778,43.0595740603692,20245,288,44,43.059582,-89.400841,1.11,11111.11
-89.40083496778,43.0595740603692,20246,288,47,43.059582,-89.400841,2.78,27777.78
-89.40083496778,43.0595740603692,20247,288,48,43.059582,-89.400841,0.56,5555.56
-89.40083496778,43.0595740603692,20248,288,75,43.059582,-89.400841,23.01,230103.39
-89.3899399723414,43.0539600606088,20249,289,13,43.053968,-89.389946,2.81,28141.1
-89.3842749749382,43.0395110621448,20250,294,13,43.039519,-89.384281,3.49,34894.97
-89.4127079626835,43.0754450584331,20251,298,11,43.075453,-89.412714,1.67,16729.04
-89.4127079626835,43.0754450584331,20252,298,28,43.075453,-89.412714,34.24,342376.8
-89.4127079626835,43.0754450584331,20253,298,38,43.075453,-89.412714,41.19,411938.78
-89.4127079626835,43.0754450584331,20254,298,44,43.075453,-89.412714,16.89,168888.89
-89.4127079626835,43.0754450584331,20255,298,80,43.075453,-89.412714,105.85,1058480.1
-89.4037989671359,43.0599210605398,20256,300,4,43.059929,-89.403805,39.72,397162.04
-89.4037989671359,43.0599210605398,20257,300,44,43.059929,-89.403805,13,130000
-89.3870039716404,43.0684330579307,20258,313,1,43.068441,-89.38701,0.11,1116.94
-89.3870039716404,43.0684330579307,20259,313,10,43.068441,-89.38701,9.89,98908.13
-89.3870039716404,43.0684330579307,20260,313,11,43.068441,-89.38701,3.01,30112.28
-89.3870039716404,43.0684330579307,20261,313,19,43.068441,-89.38701,2.11,21134.95
-89.3870039716404,43.0684330579307,20262,313,38,43.068441,-89.38701,2.67,26720.35
-89.3870039716404,43.0684330579307,20263,313,82,43.068441,-89.38701,2.56,25567.07
-89.3919399724583,43.0430210623611,20264,320,13,43.043029,-89.391946,6.3,63036.07
-89.4037939663026,43.0676620591253,20265,327,6,43.06767,-89.4038,48.38,483791.16
-89.4037939663026,43.0676620591253,20266,327,27,43.06767,-89.4038,5.56,55555.56
-89.4091309650278,43.0720210587552,20267,336,80,43.072029,-89.409137,427.32,4273164.89
-89.4005109664891,43.0730270576466,20268,341,82,43.073035,-89.400517,7.89,78924.44
-89.3872719729075,43.0539760600714,20269,346,13,43.053984,-89.387278,14.52,145208.09
-89.4137949641049,43.0680130596499,20270,349,3,43.068021,-89.413801,55.35,553465.08
-89.4137949641049,43.0680130596499,20271,349,58,43.068021,-89.413801,6.45,64463.86
-89.4137949641049,43.0680130596499,20272,349,82,43.068021,-89.413801,9.45,94487.01
-89.4030639698991,43.0385720637928,20273,353,4,43.03858,-89.40307,3.68,36815.58
-89.4030639698991,43.0385720637928,20274,353,18,43.03858,-89.40307,0.34,3356.41
-89.4030639698991,43.0385720637928,20275,353,40,43.03858,-89.40307,3.92,39210.74
-89.4030639698991,43.0385720637928,20276,353,49,43.03858,-89.40307,1.12,11170.96
-89.3901989720184,43.0537830600904,20277,357,44,43.053791,-89.390205,4.78,47777.78
-89.3971499696577,43.0546280603012,20278,360,5,43.054636,-89.397156,2.24,22445.84
-89.3872019728017,43.0537840605084,20279,367,13,43.053792,-89.387208,2.03,20261.59
-89.4040329669383,43.0633110598863,20280,375,4,43.063319,-89.404039,46.41,464099.46
-89.4040329669383,43.0633110598863,20281,375,44,43.063319,-89.404039,31.89,318888.89
-89.377972975247,43.0517420603004,20282,379,12,43.05175,-89.377979,0.11,1112.67
-89.4010409675672,43.069435058279,20283,388,6,43.069443,-89.401047,6.27,62713.67
-89.4010409675672,43.069435058279,20284,388,13,43.069443,-89.401047,7.32,73166.86
-89.4010409675672,43.069435058279,20285,388,47,43.069443,-89.401047,1.22,12222.22
-89.4010409675672,43.069435058279,20286,388,82,43.069443,-89.401047,1.67,16674.18
-89.4038249690972,43.0444350629024,20287,391,4,43.044443,-89.403831,26.11,261055.94
-89.4038249690972,43.0444350629024,20288,391,47,43.044443,-89.403831,2,20000
-89.4041149662919,43.0697050588608,20289,392,4,43.069713,-89.404121,8.03,80324.91
-89.4041149662919,43.0697050588608,20290,392,27,43.069713,-89.404121,2.22,22222.22
-89.4041149662919,43.0697050588608,20291,392,44,43.069713,-89.404121,6.11,61111.11
-89.4092739643299,43.0678670591762,20292,398,6,43.067875,-89.40928,19.15,191500.67
-89.4092739643299,43.0678670591762,20293,398,82,43.067875,-89.40928,8.89,88928.95
-89.4038519688942,43.0417880630602,20294,405,4,43.041796,-89.403858,18.74,187424.78
-89.4038519688942,43.0417880630602,20295,405,47,43.041796,-89.403858,1.11,11111.11
-89.4143169631583,43.0678920590816,20296,406,6,43.0679,-89.414323,18.93,189260.9
-89.3774319764009,43.0429140611941,20297,410,11,43.042922,-89.377438,0.11,1115.27
-89.3774319764009,43.0429140611941,20298,410,13,43.042922,-89.377438,2.14,21387.24
-89.392339970105,43.0690120577316,20299,418,5,43.06902,-89.392346,13.8,138041.94
-89.392339970105,43.0690120577316,20300,418,27,43.06902,-89.392346,5.78,57777.78
-89.392339970105,43.0690120577316,20301,418,47,43.06902,-89.392346,1.44,14444.44
-89.392339970105,43.0690120577316,20302,418,75,43.06902,-89.392346,16.67,166741.59
-89.3838019737081,43.0531240602944,20303,424,13,43.053132,-89.383808,2.7,27015.46
-89.3926259716446,43.0496440610116,20304,433,44,43.049652,-89.392632,3.78,37777.78
-89.3971679682928,43.0720090577318,20305,435,1,43.072017,-89.397174,1.79,17870.96
-89.3971679682928,43.0720090577318,20306,435,2,43.072017,-89.397174,30.37,303738.93
-89.3971679682928,43.0720090577318,20307,435,3,43.072017,-89.397174,31.8,318019.25
-89.3971679682928,43.0720090577318,20308,435,10,43.072017,-89.397174,31.12,311171.65
-89.3971679682928,43.0720090577318,20309,435,11,43.072017,-89.397174,2.23,22305.39
-89.3971679682928,43.0720090577318,20310,435,12,43.072017,-89.397174,7.79,77887.09
-89.3971679682928,43.0720090577318,20311,435,14,43.072017,-89.397174,9.71,97109.43
-89.3971679682928,43.0720090577318,20312,435,15,43.072017,-89.397174,8.46,84634.86
-89.3971679682928,43.0720090577318,20313,435,19,43.072017,-89.397174,6.12,61180.1
-89.3971679682928,43.0720090577318,20314,435,27,43.072017,-89.397174,0.11,1111.11
-89.3971679682928,43.0720090577318,20315,435,28,43.072017,-89.397174,33.35,333483.9
-89.3971679682928,43.0720090577318,20316,435,29,43.072017,-89.397174,0.35,3497.33
-89.3971679682928,43.0720090577318,20317,435,37,43.072017,-89.397174,1,10026.43
-89.3971679682928,43.0720090577318,20318,435,38,43.072017,-89.397174,29.62,296150.58
-89.3971679682928,43.0720090577318,20319,435,47,43.072017,-89.397174,0.89,8888.89
-89.3971679682928,43.0720090577318,20320,435,56,43.072017,-89.397174,0.9,9007.68
-89.3971679682928,43.0720090577318,20321,435,57,43.072017,-89.397174,1.11,11147.11
-89.3971679682928,43.0720090577318,20322,435,58,43.072017,-89.397174,0.56,5557.23
-89.3971679682928,43.0720090577318,20323,435,70,43.072017,-89.397174,1.79,17911
-89.3971679682928,43.0720090577318,20324,435,71,43.072017,-89.397174,0.22,2231.02
-89.3971679682928,43.0720090577318,20325,435,72,43.072017,-89.397174,1.01,10073.95
