OBJECTID,PointsToLine_shape_id,PointsToLine_shape_id2,trips_routes_route_id,trips_routes_route_short_name,trips_routes_trip_headsign,trips_routes_direction_id,trips_routes_direction_name,trips_routes_shape_id,trips_routes_shape_code,trips_routes_wheelchair_accessi,trips_routes_routes_agency_id,trips_routes_routes_route_long_,trips_routes_routes_route_servi,trips_routes_routes_route_type,trips_routes_routes_route_url,trips_routes_routes_route_color,trips_routes_routes_route_text_,start_date,end_date,PK_MD_WE,ShapeSTLength
3366,59851,59851,9907,11,U.W. CAMPUS-WEST TRANSFER,1,West Transfer,59851,11W,1,MMT,,DUTCH ML:WEST TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-11,749883,000000,20211205,20220305,100,76844.2243277195
3367,59852,59852,9908,12,CAPITOL SQUARE-DUTCH MILL,0,Dutch Mill,59852,u12E,1,MMT,,DUTCH ML:WEST TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-12,C1A322,000000,20211205,20220305,000,45044.4067448907
3368,59853,59853,9908,12,CAPITOL SQUARE-DUTCH MILL,0,Dutch Mill,59853,12E,1,MMT,,DUTCH ML:WEST TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-12,C1A322,000000,20211205,20220305,100,68175.3728654968
3369,59854,59854,9908,12,CAPITOL SQUARE-WEST TRANSFER,1,West Transfer,59854,12W,1,MMT,,DUTCH ML:WEST TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-12,C1A322,000000,20211205,20220305,100,67494.7287924762
3370,59856,59856,9909,13,SOUTH TRANSFER,0,South Transfer,59856,13S,1,MMT,,U CAMPUS:SOUTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-13,793817,FFFFFF,20211205,20220305,111,28205.6329904142
3371,59857,59857,9909,13,U.W. CAMPUS,1,U.W. Campus,59857,13pi,1,MMT,,U CAMPUS:SOUTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-13,793817,FFFFFF,20211205,20220305,000,30518.885594704
3372,59858,59858,9909,13,U.W. CAMPUS,1,U.W. Campus,59858,13N,1,MMT,,U CAMPUS:SOUTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-13,793817,FFFFFF,20211205,20220305,111,29851.6441170442
3373,59872,59872,9911,15,TO INGERSOLL: VIA HIGH POINT: VIA OLD MIDDLETON,0,East Transfer,59872,15pg,1,MMT,,HIGH PT:EAST TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-15,FFCC00,000000,20211205,20220305,100,55249.1734312563
3374,59873,59873,9911,15,EAST TRANSFER: VIA HIGH POINT: VIA OLD MIDDLETON,0,East Transfer,59873,15pe,1,MMT,,HIGH PT:EAST TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-15,FFCC00,000000,20211205,20220305,110,70738.029916773
3375,59891,59891,9911,15,TO HIGH POINT: VIA OLD MIDDLETON,1,High Point,59891,PE15,1,MMT,,HIGH PT:EAST TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-15,FFCC00,000000,20211205,20220305,110,70507.6898676729
3376,59892,59892,9911,15,TO HIGH POINT: VIA OLD MIDDLETON,1,High Point,59892,PG15,1,MMT,,HIGH PT:EAST TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-15,FFCC00,000000,20211205,20220305,000,54691.6202045849
3377,59902,59902,9912,16,EAST TRANSFER,0,East Transfer,59902,P16E,1,MMT,,SOUTH TP:EAST TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-16,B973B1,000000,20211205,20220305,001,19549.4723310213
3378,59903,59903,9912,16,EAST TRANSFER: VIA BROADWAY,0,East Transfer,59903,16E,1,MMT,,SOUTH TP:EAST TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-16,B973B1,000000,20211205,20220305,111,61910.0917258548
3379,59905,59905,9912,16,SOUTH TRANSFER: VIA BROADWAY,1,South Transfer,59905,b16s,1,MMT,,SOUTH TP:EAST TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-16,B973B1,000000,20211205,20220305,001,31868.6703243831
3380,59906,59906,9912,16,SOUTH TRANSFER: VIA BROADWAY,1,South Transfer,59906,16s,1,MMT,,SOUTH TP:EAST TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-16,B973B1,000000,20211205,20220305,111,61127.3217372771
3381,59907,59907,9913,17,EAST TRANSFER: VIA SHOPKO,0,East Transfer,59907,17e,1,MMT,,NORTH TP:EAST TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-17,356DB7,000000,20211205,20220305,111,17256.2649733085
3382,59909,59909,9913,17,NORTH TRANSFER: VIA SHOPKO,1,North Transfer,59909,17n,1,MMT,,NORTH TP:EAST TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-17,356DB7,000000,20211205,20220305,111,17672.4130053611
3383,59911,59911,9914,18,SOUTH TRANSFER: VIA MIDVALE,0,South Transfer,59911,18M,1,MMT,,WEST TP:SOUTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-18,3169B4,000000,20211205,20220305,111,42214.8510194823
3384,59912,59912,9914,18,SOUTH TRANSFER: VIA HAMMERSLEY,0,South Transfer,59912,18H,1,MMT,,WEST TP:SOUTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-18,3169B4,000000,20211205,20220305,110,40371.4854635695
3385,59913,59913,9914,18,SOUTH TRANSFER: VIA HAMMERSLEY: VIA COHO,0,South Transfer,59913,18HC,1,MMT,,WEST TP:SOUTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-18,3169B4,000000,20211205,20220305,001,41258.8299495707
3386,59915,59915,9914,18,WEST TRANSFER: VIA MIDVALE,1,West Transfer,59915,m18,1,MMT,,WEST TP:SOUTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-18,3169B4,000000,20211205,20220305,111,41263.2086040856
3387,59916,59916,9914,18,WEST TRANSFER: VIA COHO: VIA HAMMERSLEY,1,West Transfer,59916,ch18,1,MMT,,WEST TP:SOUTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-18,3169B4,000000,20211205,20220305,001,43537.0412908122
3388,59917,59917,9914,18,WEST TRANSFER: VIA HAMMERSLEY,1,West Transfer,59917,h18,1,MMT,,WEST TP:SOUTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-18,3169B4,000000,20211205,20220305,110,41507.9257210283
3389,59918,59918,9914,18,WEST TRANSFER: VIA HAMMERSLEY,1,West Transfer,59918,gh18,1,MMT,,WEST TP:SOUTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-18,3169B4,000000,20211205,20220305,001,26728.3994943758
3390,59924,59924,9916,20,E TOWNE: VIA AIRPORT,0,East Towne,59924,20A,1,MMT,,E TOWNE:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-20,D7B884,000000,20211205,20220305,111,35667.87552784
3391,59925,59925,9916,20,NORTH TRANSFER: VIA AIRPORT,1,North Transfer,59925,a20,1,MMT,,E TOWNE:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-20,D7B884,000000,20211205,20220305,111,36079.9492577697
3392,59926,59926,9917,21,NORTH TRANSFER: VIA LAKEVIEW,0,Lakeview Loop,59926,21po,1,MMT,,LAKEVIEW:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-21,42379E,FFFFFF,20211205,20220305,001,24866.219776619
3393,59927,59927,9917,21,NORTH TRANSFER: VIA LAKEVIEW,0,Lakeview Loop,59927,21,1,MMT,,LAKEVIEW:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-21,42379E,FFFFFF,20211205,20220305,111,39635.367330628
3394,59928,59928,9918,22,NORTH TRANSFER: VIA MENDOTA,0,Mendota Loop,59928,22po,1,MMT,,MENDOTA:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-22,51BF9D,000000,20211205,20220305,001,28031.9696587543
3395,59929,59929,9918,22,NORTH TRANSFER: VIA MENDOTA,0,Mendota Loop,59929,22,1,MMT,,MENDOTA:NORTH TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-22,51BF9D,000000,20211205,20220305,111,33344.3897186013
3396,59930,59930,9919,23,SUN PRAIRIE: VIA PARK & RIDE,0,Sun Prairie,59930,23oP,1,MMT,,S PRAIRIE:CAP SQR,3,http://www.cityofmadison.com/metro/routes-schedules/route-23,F8951D,000000,20211205,20220305,100,68330.8249208569
3397,59931,59931,9919,23,SUN PRAIRIE: VIA AMERICAN CENTER,0,Sun Prairie,59931,23oA,1,MMT,,S PRAIRIE:CAP SQR,3,http://www.cityofmadison.com/metro/routes-schedules/route-23,F8951D,000000,20211205,20220305,100,55779.5947171905
3398,59932,59932,9919,23,CAPITOL SQUARE: VIA AMERICAN CENTER,1,Capitol Square,59932,ip23,1,MMT,,S PRAIRIE:CAP SQR,3,http://www.cityofmadison.com/metro/routes-schedules/route-23,F8951D,000000,20211205,20220305,100,51109.3950443134
3399,59933,59933,9919,23,CAPITOL SQUARE: VIA PARK & RIDE,1,Capitol Square,59933,ia23,1,MMT,,S PRAIRIE:CAP SQR,3,http://www.cityofmadison.com/metro/routes-schedules/route-23,F8951D,000000,20211205,20220305,100,67399.6882586863
3400,59938,59938,9921,26,E TOWNE: VIA CITY VIEW: VIA AMERICAN CENTER,0,American Loop,59938,26P,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,20211205,20220305,111,42168.8167986137
3401,59939,59939,9921,26,E TOWNE: VIA AMERICAN CENTER: VIA CITY VIEW,0,American Loop,59939,26A,1,MMT,,AMERICAN:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-26,6F3A97,000000,20211205,20220305,111,44852.7985513915
3402,59944,59944,9923,28,NORTH TRANSFER,0,North Transfer,59944,28N,1,MMT,,NORTH TP:WEST TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-28,6AB6D1,000000,20211205,20220305,110,56954.0679080749
3403,59945,59945,9923,28,WEST TRANSFER,1,West Transfer,59945,28w,1,MMT,,NORTH TP:WEST TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-28,6AB6D1,000000,20211205,20220305,110,57153.9289537427
3404,59948,59948,9925,30,E TOWNE: VIA SWANTON,0,East Towne,59948,30S,1,MMT,,E TOWNE:EAST TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-30,B15928,000000,20211205,20220305,111,20115.6020613415
3405,59949,59949,9925,30,E TOWNE: VIA NAKOOSA,0,East Towne,59949,30N,1,MMT,,E TOWNE:EAST TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-30,B15928,000000,20211205,20220305,111,25027.7221997787
3406,59950,59950,9925,30,EAST TRANSFER: VIA SWANTON,1,East Transfer,59950,s30,1,MMT,,E TOWNE:EAST TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-30,B15928,000000,20211205,20220305,111,20648.2027951771
3407,59951,59951,9925,30,EAST TRANSFER: VIA NAKOOSA,1,East Transfer,59951,n30,1,MMT,,E TOWNE:EAST TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-30,B15928,000000,20211205,20220305,111,25229.4354897743
3408,59952,59952,9926,31,TO MARSH: VIA DUTCH MILL,0,Marsh Road,59952,31Dg,1,MMT,,MARSH RD:EAST TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-31,9A061B,FFFFFF,20211205,20220305,001,53499.6125151628
3409,59953,59953,9926,31,MARSH,0,Marsh Road,59953,g31,1,MMT,,MARSH RD:EAST TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-31,9A061B,FFFFFF,20211205,20220305,001,11782.2367700103
3410,59954,59954,9926,31,MARSH: VIA DUTCH MILL,0,Marsh Road,59954,31oD,1,MMT,,MARSH RD:EAST TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-31,9A061B,FFFFFF,20211205,20220305,111,40782.3624769448
3411,59957,59957,9926,31,EAST TRANSFER,1,East Transfer,59957,31i,1,MMT,,MARSH RD:EAST TP,3,http://www.cityofmadison.com/metro/routes-schedules/route-31,9A061B,FFFFFF,20211205,20220305,111,47203.0188212296
3412,59958,59958,9927,32,EAST TRANSFER: VIA THOMPSON: VIA ACEWOOD,0,Thompson Loop,59958,32T,1,MMT,,ACEWOOD-THOMPSON:ETP,3,http://www.cityofmadison.com/metro/routes-schedules/route-32,F173AC,000000,20211205,20220305,111,37058.3993772616
3413,59960,59960,9928,33,EAST TRANSFER: VIA SPRECHER,0,Sprecher Loop,59960,33!,1,MMT,,SPRECHER:ETP,3,http://www.cityofmadison.com/metro/routes-schedules/route-33,33A02C,000000,20211205,20220305,100,43146.0846971524
3414,59965,59965,9931,36,E TOWNE: VIA E SPRINGS,0,E Springs Loop,59965,36,1,MMT,,E SPRINGS:E TOWNE,3,http://www.cityofmadison.com/metro/routes-schedules/route-36,00A99D,000000,20211205,20220305,111,10614.0190070559
